Combination,RCE,Unavailability,Best Redundancy,Best Combination,Before Redundancy RCE
"[[1, 2, 3], [4, 5, 6], [7], [8, 9, 10]]",0.017693905464967366,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3, 4], [5, 6], [7, 8, 9, 10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6], [7, 8], [9, 10]]",0.016977915255456333,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4], [5, 6], [7, 8, 9, 10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6], [7, 8, 9], [10]]",0.017693905464967366,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5, 6, 7], [8, 9], [10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6, 7], [8], [9, 10]]",0.018008378804724473,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6, 7], [8, 9], [10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6, 7], [8, 9], [10]]",0.01800837880472456,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3], [4, 5, 6], [7, 8, 9, 10]]",0.018008378804724556
"[[1, 2, 3], [4, 5, 6, 7, 8], [9], [10]]",0.019307236565228914,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3], [4, 5, 6], [7, 8, 9, 10]]",0.018008378804724556
"[[1, 2, 3, 4], [5], [6], [7, 8, 9, 10]]",0.019038842353992655,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5], [6], [7, 8, 9, 10]]",0.018008378804724546
"[[1, 2, 3, 4], [5], [6, 7], [8, 9, 10]]",0.01800837880472452,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5], [6], [7, 8, 9, 10]]",0.018008378804724546
"[[1, 2, 3, 4], [5], [6, 7, 8], [9, 10]]",0.018008378804724508,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5, 6], [7], [8, 9, 10]]",0.018008378804724542
"[[1, 2, 3, 4], [5], [6, 7, 8, 9], [10]]",0.019038842353992676,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5, 6], [7, 8, 9], [10]]",0.018008378804724542
"[[1, 2, 3, 4], [5, 6], [7], [8, 9, 10]]",0.018008378804724542,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6], [7], [8, 9, 10]]",0.018008378804724542
"[[1, 2, 3, 4], [5, 6], [7, 8], [9, 10]]",0.01729238859521351,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6], [7, 8, 9], [10]]",0.018008378804724542
"[[1, 2, 3, 4], [5, 6], [7, 8, 9], [10]]",0.018008378804724542,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5], [6, 7, 8, 9], [10]]",0.01800837880472453
"[[1, 2, 3, 4], [5, 6, 7], [8], [9, 10]]",0.018008378804724473,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5], [6, 7, 8, 9], [10]]",0.01800837880472453
"[[1, 2, 3, 4], [5, 6, 7], [8, 9], [10]]",0.01800837880472456,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6, 7], [8, 9, 10]]",0.01800837880472452
"[[1, 2, 3, 4], [5, 6, 7, 8], [9], [10]]",0.019038842353992644,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5], [6, 7], [8, 9, 10]]",0.01800837880472452
"[[1, 2, 3, 4, 5], [6], [7], [8, 9, 10]]",0.019307236565228942,0.00021297006535958563,"(3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6, 7, 8], [9, 10]]",0.018008378804724508
"[[1, 2, 3, 4, 5], [6], [7, 8], [9, 10]]",0.01859124635571791,0.00021297006535958563,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5], [6, 7, 8], [9, 10]]",0.018008378804724508
"[[1, 2, 3, 4, 5], [6], [7, 8, 9], [10]]",0.019307236565228945,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3], [4, 5, 6, 7], [8, 9, 10]]",0.0180083788047245
"[[1, 2, 3, 4, 5], [6, 7], [8], [9, 10]]",0.018591246355717902,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3], [4, 5, 6, 7], [8, 9, 10]]",0.0180083788047245
"[[1, 2, 3, 4, 5], [6, 7], [8, 9], [10]]",0.01859124635571801,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5, 6, 7], [8], [9, 10]]",0.018008378804724473
"[[1, 2, 3, 4, 5], [6, 7, 8], [9], [10]]",0.019307236565228914,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6, 7], [8], [9, 10]]",0.018008378804724473
"[[1, 2, 3, 4, 5, 6], [7], [8], [9, 10]]",0.020180199838932055,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3, 4], [5, 6, 7, 8], [9, 10]]",0.01800837880472447
"[[1, 2, 3, 4, 5, 6], [7], [8, 9], [10]]",0.020180199838932142,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4], [5, 6, 7, 8], [9, 10]]",0.01800837880472447
"[[1, 2, 3, 4, 5, 6], [7, 8], [9], [10]]",0.020180199838932125,0.000590586282047223,"(2, 3, 3, 3, 3)","[[1], [2], [3], [4, 5, 6], [7, 8, 9, 10]]",0.01791562636738645
"[[1, 2, 3, 4, 5, 6, 7], [8], [9], [10]]",0.022109754774756775,0.0005905862820471119,"(3, 3, 3, 2, 3)","[[1], [2], [3, 4, 5], [6], [7, 8, 9, 10]]",0.01791562636738645
"[[1], [2], [3], [4], [5, 6, 7, 8, 9, 10]]",0.019635708626478805,0.0005905862820471119,"(3, 3, 3, 2, 3)","[[1], [2, 3, 4], [5], [6], [7, 8, 9, 10]]",0.01791562636738645
"[[1], [2], [3], [4, 5], [6, 7, 8, 9, 10]]",0.01837725746777319,0.0005905862820471119,"(3, 3, 3, 2, 3)","[[1, 2, 3], [4], [5], [6], [7, 8, 9, 10]]",0.01791562636738645
"[[1], [2], [3], [4, 5, 6], [7, 8, 9, 10]]",0.01791562636738645,0.0005905862820471119,"(3, 3, 3, 3, 2)","[[1], [2], [3, 4, 5, 6], [7, 8, 9], [10]]",0.017915626367386438
"[[1], [2], [3], [4, 5, 6, 7], [8, 9, 10]]",0.017915626367386295,0.0005905862820471119,"(2, 3, 3, 3, 3)","[[1], [2], [3, 4, 5], [6, 7, 8, 9], [10]]",0.017915626367386403
"[[1], [2], [3], [4, 5, 6, 7, 8], [9, 10]]",0.018377257467773165,0.0005905862820471119,"(2, 3, 3, 3, 3)","[[1], [2, 3, 4], [5], [6, 7, 8, 9], [10]]",0.017915626367386403
"[[1], [2], [3], [4, 5, 6, 7, 8, 9], [10]]",0.019635708626478805,0.0005905862820471119,"(3, 2, 3, 3, 3)","[[1, 2, 3], [4], [5], [6, 7, 8, 9], [10]]",0.017915626367386403
"[[1], [2], [3, 4], [5], [6, 7, 8, 9, 10]]",0.01837725746777319,0.0005905862820471119,"(2, 3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6], [7, 8, 9], [10]]",0.017915626367386382
"[[1], [2], [3, 4], [5, 6], [7, 8, 9, 10]]",0.017348562121453744,0.0005905862820471119,"(3, 2, 3, 3, 3)","[[1, 2, 3, 4], [5], [6], [7, 8, 9], [10]]",0.017915626367386382
"[[1], [2], [3, 4], [5, 6, 7], [8, 9, 10]]",0.017099499236365993,0.0005905862820471119,"(2, 3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6, 7, 8], [9], [10]]",0.017915626367386344
"[[1], [2], [3, 4], [5, 6, 7, 8], [9, 10]]",0.017348562121453692,0.0005905862820471119,"(3, 2, 3, 3, 3)","[[1, 2, 3, 4], [5], [6, 7, 8], [9], [10]]",0.017915626367386344
"[[1], [2], [3, 4], [5, 6, 7, 8, 9], [10]]",0.018377257467773155,0.0005905862820471119,"(3, 3, 3, 2, 3)","[[1], [2], [3, 4, 5, 6], [7], [8, 9, 10]]",0.01791562636738634
"[[1], [2], [3, 4, 5], [6], [7, 8, 9, 10]]",0.01791562636738645,0.0005905862820471119,"(3, 3, 2, 3, 3)","[[1, 2, 3], [4, 5, 6, 7], [8], [9], [10]]",0.01791562636738632
"[[1], [2], [3, 4, 5], [6, 7], [8, 9, 10]]",0.017099499236365966,0.0005905862820471119,"(3, 3, 2, 3, 3)","[[1, 2, 3, 4], [5, 6, 7], [8], [9], [10]]",0.01791562636738632
"[[1], [2], [3, 4, 5], [6, 7, 8], [9, 10]]",0.017099499236366007,0.0005905862820471119,"(2, 3, 3, 3, 3)","[[1], [2, 3, 4], [5, 6, 7, 8], [9], [10]]",0.017915626367386316
"[[1], [2], [3, 4, 5], [6, 7, 8, 9], [10]]",0.017915626367386403,0.0005905862820471119,"(3, 2, 3, 3, 3)","[[1, 2, 3], [4], [5, 6, 7, 8], [9], [10]]",0.017915626367386316
"[[1], [2], [3, 4, 5, 6], [7], [8, 9, 10]]",0.01791562636738634,0.000590586282047223,"(2, 3, 3, 3, 3)","[[1], [2], [3], [4, 5, 6, 7], [8, 9, 10]]",0.017915626367386295
"[[1], [2], [3, 4, 5, 6], [7, 8], [9, 10]]",0.017348562121453727,0.0005905862820471119,"(2, 3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6], [7], [8, 9, 10]]",0.017915626367386285
"[[1], [2], [3, 4, 5, 6], [7, 8, 9], [10]]",0.017915626367386438,0.0005905862820471119,"(3, 2, 3, 3, 3)","[[1, 2, 3, 4], [5], [6], [7], [8, 9, 10]]",0.017915626367386285
"[[1], [2], [3, 4, 5, 6, 7], [8], [9, 10]]",0.01837725746777314,0.0005794707924785536,"(2, 3, 3, 3)","[[1], [2, 3, 4], [5, 6, 7], [8, 9, 10]]",0.017693905464967366
"[[1], [2], [3, 4, 5, 6, 7], [8, 9], [10]]",0.01837725746777319,0.0005794707924785536,"(3, 2, 3, 3)","[[1, 2, 3], [4], [5, 6, 7], [8, 9, 10]]",0.017693905464967366
"[[1], [2], [3, 4, 5, 6, 7, 8], [9], [10]]",0.019635708626478794,0.0005794707924785536,"(3, 3, 2, 3)","[[1, 2, 3], [4, 5, 6], [7], [8, 9, 10]]",0.017693905464967366
"[[1], [2, 3], [4], [5], [6, 7, 8, 9, 10]]",0.018377257467773172,0.0005794707924785536,"(3, 3, 3, 2)","[[1, 2, 3], [4, 5, 6], [7, 8, 9], [10]]",0.017693905464967366
"[[1], [2, 3], [4], [5, 6], [7, 8, 9, 10]]",0.01734856212145373,0.0009618437367759913,"(3, 3, 2, 2, 3)","[[1, 2], [3, 4], [5], [6], [7, 8, 9, 10]]",0.017348562121453776
"[[1], [2, 3], [4], [5, 6, 7], [8, 9, 10]]",0.01709949923636598,0.0009618437367759913,"(2, 2, 3, 3, 3)","[[1], [2], [3, 4], [5, 6], [7, 8, 9, 10]]",0.017348562121453744
"[[1], [2, 3], [4], [5, 6, 7, 8], [9, 10]]",0.01734856212145368,0.0009618437367758803,"(2, 3, 3, 2, 3)","[[1], [2, 3], [4, 5], [6], [7, 8, 9, 10]]",0.01734856212145374
"[[1], [2, 3], [4], [5, 6, 7, 8, 9], [10]]",0.01837725746777314,0.0009618437367758803,"(3, 2, 3, 2, 3)","[[1, 2], [3], [4, 5], [6], [7, 8, 9, 10]]",0.01734856212145374
"[[1], [2, 3], [4, 5], [6], [7, 8, 9, 10]]",0.01734856212145374,0.0009618437367758803,"(2, 3, 2, 3, 3)","[[1], [2, 3], [4], [5, 6], [7, 8, 9, 10]]",0.01734856212145373
"[[1], [2, 3], [4, 5], [6, 7], [8, 9, 10]]",0.016532434990433265,0.0009618437367758803,"(3, 2, 2, 3, 3)","[[1, 2], [3], [4], [5, 6], [7, 8, 9, 10]]",0.01734856212145373
"[[1], [2, 3], [4, 5], [6, 7, 8], [9, 10]]",0.016532434990433286,0.0009618437367759913,"(3, 3, 2, 3, 2)","[[1, 2], [3, 4], [5], [6, 7, 8, 9], [10]]",0.01734856212145373
"[[1], [2, 3], [4, 5], [6, 7, 8, 9], [10]]",0.017348562121453696,0.0009618437367758803,"(2, 2, 3, 3, 3)","[[1], [2], [3, 4, 5, 6], [7, 8], [9, 10]]",0.017348562121453727
"[[1], [2, 3], [4, 5, 6], [7], [8, 9, 10]]",0.017099499236365952,0.0009618437367758803,"(3, 3, 2, 3, 2)","[[1, 2], [3, 4, 5, 6], [7], [8, 9], [10]]",0.017348562121453717
"[[1], [2, 3], [4, 5, 6], [7, 8], [9, 10]]",0.016532434990433324,0.0009618437367758803,"(3, 3, 2, 3, 2)","[[1, 2, 3, 4], [5, 6], [7], [8, 9], [10]]",0.017348562121453717
"[[1], [2, 3], [4, 5, 6], [7, 8, 9], [10]]",0.017099499236366035,0.0009618437367757693,"(2, 3, 3, 3, 2)","[[1], [2, 3, 4, 5], [6, 7], [8, 9], [10]]",0.0173485621214537
"[[1], [2, 3], [4, 5, 6, 7], [8], [9, 10]]",0.01734856212145362,0.0009618437367757693,"(3, 2, 3, 3, 2)","[[1, 2, 3, 4], [5], [6, 7], [8, 9], [10]]",0.0173485621214537
"[[1], [2, 3], [4, 5, 6, 7], [8, 9], [10]]",0.017348562121453682,0.0009618437367758803,"(2, 3, 3, 3, 2)","[[1], [2, 3], [4, 5], [6, 7, 8, 9], [10]]",0.017348562121453696
"[[1], [2, 3], [4, 5, 6, 7, 8], [9], [10]]",0.018377257467773134,0.0009618437367758803,"(3, 2, 3, 3, 2)","[[1, 2], [3], [4, 5], [6, 7, 8, 9], [10]]",0.017348562121453696
"[[1], [2, 3, 4], [5], [6], [7, 8, 9, 10]]",0.01791562636738645,0.0009618437367759913,"(2, 2, 3, 3, 3)","[[1], [2], [3, 4], [5, 6, 7, 8], [9, 10]]",0.017348562121453692
"[[1], [2, 3, 4], [5], [6, 7], [8, 9, 10]]",0.017099499236365966,0.0009618437367757693,"(2, 3, 3, 3, 2)","[[1], [2, 3], [4, 5, 6, 7], [8, 9], [10]]",0.017348562121453682
"[[1], [2, 3, 4], [5], [6, 7, 8], [9, 10]]",0.017099499236366007,0.0009618437367757693,"(3, 2, 3, 3, 2)","[[1, 2], [3], [4, 5, 6, 7], [8, 9], [10]]",0.017348562121453682
"[[1], [2, 3, 4], [5], [6, 7, 8, 9], [10]]",0.017915626367386403,0.0009618437367758803,"(2, 3, 2, 3, 3)","[[1], [2, 3], [4], [5, 6, 7, 8], [9, 10]]",0.01734856212145368
"[[1], [2, 3, 4], [5, 6], [7], [8, 9, 10]]",0.017099499236365952,0.0009618437367758803,"(3, 2, 2, 3, 3)","[[1, 2], [3], [4], [5, 6, 7, 8], [9, 10]]",0.01734856212145368
"[[1], [2, 3, 4], [5, 6], [7, 8], [9, 10]]",0.016532434990433324,0.0009618437367758803,"(2, 3, 2, 3, 3)","[[1], [2, 3, 4, 5], [6], [7, 8], [9, 10]]",0.01734856212145367
"[[1], [2, 3, 4], [5, 6], [7, 8, 9], [10]]",0.017099499236366035,0.0009618437367758803,"(3, 3, 3, 2, 2)","[[1, 2], [3, 4], [5, 6, 7, 8], [9], [10]]",0.01734856212145367
"[[1], [2, 3, 4], [5, 6, 7], [8], [9, 10]]",0.017099499236365976,0.0009618437367758803,"(3, 2, 2, 3, 3)","[[1, 2, 3, 4], [5], [6], [7, 8], [9, 10]]",0.01734856212145367
"[[1], [2, 3, 4], [5, 6, 7], [8, 9], [10]]",0.017099499236366035,0.0009618437367758803,"(3, 3, 2, 2, 3)","[[1, 2], [3, 4, 5, 6], [7], [8], [9, 10]]",0.017348562121453658
"[[1], [2, 3, 4], [5, 6, 7, 8], [9], [10]]",0.017915626367386316,0.0009618437367758803,"(3, 3, 3, 2, 2)","[[1, 2], [3, 4, 5, 6], [7, 8], [9], [10]]",0.017348562121453658
"[[1], [2, 3, 4, 5], [6], [7], [8, 9, 10]]",0.017915626367386285,0.0009618437367758803,"(3, 3, 2, 2, 3)","[[1, 2, 3, 4], [5, 6], [7], [8], [9, 10]]",0.017348562121453658
"[[1], [2, 3, 4, 5], [6], [7, 8], [9, 10]]",0.01734856212145367,0.0009618437367758803,"(3, 3, 3, 2, 2)","[[1, 2, 3, 4], [5, 6], [7, 8], [9], [10]]",0.017348562121453658
"[[1], [2, 3, 4, 5], [6], [7, 8, 9], [10]]",0.017915626367386382,0.0009618437367757693,"(2, 3, 3, 2, 3)","[[1], [2, 3, 4, 5], [6, 7], [8], [9, 10]]",0.017348562121453644
"[[1], [2, 3, 4, 5], [6, 7], [8], [9, 10]]",0.017348562121453644,0.0009618437367757693,"(3, 2, 3, 2, 3)","[[1, 2, 3, 4], [5], [6, 7], [8], [9, 10]]",0.017348562121453644
"[[1], [2, 3, 4, 5], [6, 7], [8, 9], [10]]",0.0173485621214537,0.0009618437367757693,"(2, 3, 3, 2, 3)","[[1], [2, 3], [4, 5, 6, 7], [8], [9, 10]]",0.01734856212145362
"[[1], [2, 3, 4, 5], [6, 7, 8], [9], [10]]",0.017915626367386344,0.0009618437367757693,"(3, 2, 3, 2, 3)","[[1, 2], [3], [4, 5, 6, 7], [8], [9, 10]]",0.01734856212145362
"[[1], [2, 3, 4, 5, 6], [7], [8], [9, 10]]",0.01837725746777314,0.0013391771063830937,"(2, 2, 3, 3, 2, 3)","[[1], [2], [3, 4, 5, 6], [7, 8], [9], [10]]",0.017326280792286083
"[[1], [2, 3, 4, 5, 6], [7], [8, 9], [10]]",0.01837725746777319,0.0013391771063830937,"(2, 3, 3, 3, 2, 2)","[[1], [2], [3, 4], [5, 6, 7, 8], [9], [10]]",0.01732628079228605
"[[1], [2, 3, 4, 5, 6], [7, 8], [9], [10]]",0.018377257467773127,0.0013391771063832048,"(2, 2, 2, 3, 3, 3)","[[1], [2], [3], [4, 5], [6, 7, 8, 9], [10]]",0.01732628079228604
"[[1], [2, 3, 4, 5, 6, 7], [8], [9], [10]]",0.019635708626478725,0.0013391771063830937,"(2, 3, 3, 2, 3, 2)","[[1], [2], [3, 4], [5], [6, 7, 8, 9], [10]]",0.01732628079228604
"[[1, 2], [3], [4], [5], [6, 7, 8, 9, 10]]",0.018377257467773172,0.0013391771063829827,"(2, 3, 3, 3, 2, 2)","[[1], [2, 3], [4], [5, 6, 7, 8], [9], [10]]",0.01732628079228604
"[[1, 2], [3], [4], [5, 6], [7, 8, 9, 10]]",0.01734856212145373,0.0013391771063829827,"(2, 3, 3, 3, 2, 2)","[[1], [2, 3, 4, 5], [6], [7, 8], [9], [10]]",0.01732628079228604
"[[1, 2], [3], [4], [5, 6, 7], [8, 9, 10]]",0.01709949923636598,0.0013391771063829827,"(3, 2, 3, 3, 2, 2)","[[1, 2], [3], [4], [5, 6, 7, 8], [9], [10]]",0.01732628079228604
"[[1, 2], [3], [4], [5, 6, 7, 8], [9, 10]]",0.01734856212145368,0.0013391771063829827,"(3, 2, 3, 3, 2, 2)","[[1, 2, 3, 4], [5], [6], [7, 8], [9], [10]]",0.01732628079228604
"[[1, 2], [3], [4], [5, 6, 7, 8, 9], [10]]",0.01837725746777314,0.0013391771063830937,"(3, 3, 2, 2, 2, 3)","[[1, 2], [3, 4, 5, 6], [7], [8], [9], [10]]",0.01732628079228603
"[[1, 2], [3], [4, 5], [6], [7, 8, 9, 10]]",0.01734856212145374,0.0013391771063830937,"(3, 3, 2, 2, 2, 3)","[[1, 2, 3, 4], [5, 6], [7], [8], [9], [10]]",0.01732628079228603
"[[1, 2], [3], [4, 5], [6, 7], [8, 9, 10]]",0.016532434990433265,0.0013391771063829827,"(2, 3, 3, 2, 3, 2)","[[1], [2, 3], [4], [5], [6, 7, 8, 9], [10]]",0.017326280792286024
"[[1, 2], [3], [4, 5], [6, 7, 8], [9, 10]]",0.016532434990433286,0.0013391771063829827,"(3, 2, 3, 2, 3, 2)","[[1, 2], [3], [4], [5], [6, 7, 8, 9], [10]]",0.017326280792286024
"[[1, 2], [3], [4, 5], [6, 7, 8, 9], [10]]",0.017348562121453696,0.0013391771063830937,"(2, 2, 2, 3, 3, 3)","[[1], [2], [3], [4], [5, 6, 7, 8], [9, 10]]",0.017326280792286018
"[[1, 2], [3], [4, 5, 6], [7], [8, 9, 10]]",0.017099499236365952,0.0013391771063829827,"(2, 3, 3, 2, 2, 3)","[[1], [2, 3, 4, 5], [6, 7], [8], [9], [10]]",0.01732628079228601
"[[1, 2], [3], [4, 5, 6], [7, 8], [9, 10]]",0.016532434990433324,0.0013391771063829827,"(3, 2, 3, 2, 2, 3)","[[1, 2, 3, 4], [5], [6, 7], [8], [9], [10]]",0.01732628079228601
"[[1, 2], [3], [4, 5, 6], [7, 8, 9], [10]]",0.017099499236366035,0.0013391771063829827,"(2, 3, 3, 2, 2, 3)","[[1], [2, 3], [4, 5, 6, 7], [8], [9], [10]]",0.017326280792286
"[[1, 2], [3], [4, 5, 6, 7], [8], [9, 10]]",0.01734856212145362,0.0013391771063829827,"(3, 2, 3, 2, 2, 3)","[[1, 2], [3], [4, 5, 6, 7], [8], [9], [10]]",0.017326280792286
"[[1, 2], [3], [4, 5, 6, 7], [8, 9], [10]]",0.017348562121453682,0.0013391771063830937,"(2, 2, 3, 2, 3, 3)","[[1], [2], [3, 4, 5, 6], [7], [8, 9], [10]]",0.017326280792285997
"[[1, 2], [3], [4, 5, 6, 7, 8], [9], [10]]",0.018377257467773134,0.0013391771063830937,"(2, 2, 3, 2, 3, 3)","[[1], [2], [3, 4, 5, 6], [7], [8], [9, 10]]",0.017326280792285972
"[[1, 2], [3, 4], [5], [6], [7, 8, 9, 10]]",0.017348562121453776,0.0013391771063830937,"(2, 2, 2, 3, 3, 3)","[[1], [2], [3], [4, 5, 6, 7], [8, 9], [10]]",0.017326280792285962
"[[1, 2], [3, 4], [5], [6, 7], [8, 9, 10]]",0.016532434990433303,0.0013391771063830937,"(2, 3, 2, 2, 3, 3)","[[1], [2, 3, 4, 5], [6], [7], [8, 9], [10]]",0.01732628079228595
"[[1, 2], [3, 4], [5], [6, 7, 8], [9, 10]]",0.016532434990433324,0.0013391771063830937,"(3, 2, 2, 2, 3, 3)","[[1, 2, 3, 4], [5], [6], [7], [8, 9], [10]]",0.01732628079228595
"[[1, 2], [3, 4], [5], [6, 7, 8, 9], [10]]",0.01734856212145373,0.0013391771063830937,"(2, 2, 2, 3, 3, 3)","[[1], [2], [3], [4, 5, 6, 7], [8], [9, 10]]",0.017326280792285934
